"","D01T03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20T21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35T39","D41T43","D45T47","D49T53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T82","D84","D85","D86T88","D90T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01T03",2346,0.4,1.5,0.2,21473.7,254.9,370.3,334.4,4.9,85.4,119.9,7.2,37.3,7,7.5,5.5,5.4,8.1,7,20.3,18.5,191.3,759,23.7,1616.7,30.1,14.6,7.9,16.4,24.1,61.9,77,33.7,82.9,178.6,0,16511.6,9.3,1082.9,1652.3,147.6,0,423.9,10589.3,0,58650
"DOM_05T06",12.7,24.7,3.2,0.6,19.4,0.7,0.3,0.7,225,49.5,0.6,53.5,419.3,0.8,0.2,0.6,0.6,0.8,0.6,1.2,889.8,35.2,11.9,43,5.3,0.9,0.7,0.6,2.7,3.2,4.5,8.1,7.3,7.1,3.5,0,85.9,0,11.3,36,-7.3,0,3,606.1,0,2574.2
"DOM_07T08",18.9,1.1,182,0.5,24.1,2.4,0.7,11.7,0.7,299.3,1.1,745.1,4352.9,194.1,0.9,26.3,1.5,1.6,4.4,43.2,13,1613.9,26.5,10.7,13.1,1.8,1.2,2.2,0.9,29.9,10.1,15.3,0.9,2.8,1.7,0,103.2,0,19.8,55.1,-0.1,0,1.2,879.8,0,8715.5
"DOM_09",19.2,6.3,12.3,1,4.4,0,0.2,1,1.5,1,1.3,1.3,0.4,0.1,0,0,0.8,0,0,0.5,15.9,75.2,0,0.8,0,0,0,0,0,0,1.8,2.1,0.6,0,0,0,0,0,27.9,0,0.1,0,0,33.3,0,209.1
"DOM_10T12",6816.1,6.7,31,0.6,34315.1,436.6,78.8,203.5,96.8,1207.2,136.2,170,221.1,148.6,39.6,110.4,109.3,123.9,88.1,168.8,475.4,1219.4,2536.7,377.7,22721.8,203.6,112.9,73.1,83,98.6,795,969,391,1339.7,1842.8,0,61140,14.5,1762.7,746,92.2,0,1702.8,18812.9,0,162019.3
"DOM_13T15",64.1,4,5.2,0.3,231.8,2879.8,47.2,171.1,8.2,174.8,154.7,51.7,35.2,53.3,12.7,48.6,32.9,254.6,61.2,448,88.6,429.6,471.5,85.1,129.4,81.9,21.1,19.4,22.9,12.5,143.1,134.5,43.1,192.1,136.3,0,9406.9,0.3,149.1,213.7,35.3,0,647.7,9726.1,0,26929.6
"DOM_16",115.2,16,33.2,0.4,170.6,45.7,1787.9,98.8,3.4,129.2,60.3,162.4,32.3,205.4,18.1,126.3,73.6,74.9,88.7,1248.4,157,2110.1,226.7,156.9,107.5,197.7,13.9,5,6.3,98.8,310.2,36.4,44,99.4,186.6,0,855.4,0.1,45.4,239.3,26.1,0,79,1374.2,0,10866.6
"DOM_17T18",64.8,5.3,27.5,0.3,1806.2,208,104,4606.1,16.5,983.9,357.3,244.6,88.6,284.8,82.8,161.1,86.8,165.9,51.6,214.2,800.9,408.1,985.7,238.3,518.5,2695.6,110.2,1038.2,454,99.7,3780.4,423.8,246.9,252.4,1150.6,0,2535.7,0.2,251.1,259.9,15.9,0,167.3,4050,0,30043.9
"DOM_19",317.7,35.7,207.5,3.7,454,87.5,35.8,35,2712.7,1093.3,62.7,71,553.3,50.7,5.1,25.6,36.2,32.3,62.7,30.5,2209.3,194.8,541.8,4773.5,256,51.8,27.3,8.3,74.6,87.6,193.3,230.5,178.5,111,60.7,0,10436.2,0,75.7,38.8,50.2,0,389.5,8685,0,34587.5
"DOM_20T21",1011.8,48.8,176.1,2.4,1589.3,1066,218.3,797.2,555.6,9213.1,1732.4,473.3,1017.5,990.6,147.2,572.9,343.8,752.2,291.4,425,1408,2950.5,1645,894.9,496.6,479.2,80.7,104.1,46.1,84.8,897.4,304,68,2537.1,411.8,0,8323.5,2,5804.6,585.5,61.9,0,351.7,23386.7,0,72348.9
"DOM_22",238.7,22.9,28.1,1.2,1576,235.6,140.9,275.6,8.9,955.6,1673,179,176.2,459.8,115.6,810.4,279.4,1645.6,248.3,523.6,108.1,1280.4,1175.2,412.9,293.1,79.8,24.7,14.9,14.1,35.5,161.1,53.8,15.6,96.8,208,0,1370.1,0.2,100.5,330.8,34.9,0,19.5,5928.1,0,21352.5
"DOM_23",111.3,7.9,98.4,1.2,747.3,71.6,75.8,40.8,27.7,351.3,87.3,4338.2,271.4,600.9,35.1,130.4,162.8,341.3,101.4,100.6,264.7,15537,531.8,149.1,212.3,54.8,120.4,18,4.6,66.7,178.3,57.2,25.5,193,125.4,0,1325.5,0.4,102.5,292.4,19.7,0,9,5267,0,32258
"DOM_24",70.1,8.9,63.5,2.8,240.9,44.2,23,163.6,43.6,210.2,107.7,224.8,5277.8,5457,176.7,2368.4,1976.2,1706.6,731.1,1149,435.5,9586.4,374.7,160.2,35.8,32.6,50.6,17.4,7.7,37.7,143.4,36.6,17.2,31.7,71.7,0,325.3,0.4,92.9,433.2,18.9,0,7.4,12108.4,0,44071.9
"DOM_25",644.5,43.2,117.2,3.5,1316.8,143,149.9,168.1,44.5,398.4,310.3,492,1200.7,3055.8,170.9,1153.1,2138.3,2066.9,699,1192.9,1797.5,7211.4,653.8,409.2,247.3,100.4,74.5,24.1,27.6,109.9,354.3,247.6,40,92.3,265.8,0,1815.6,0.3,152,6777.1,638.3,0,27.5,8141.1,0,44716.4
"DOM_26",24.9,3.7,10.3,0.3,161.8,27.5,28.5,33.1,12.4,100.6,26.4,46.8,86.2,75.9,198.5,164.7,92.8,120.6,78.6,151.2,107.6,484.3,232.4,106.7,82.5,64.2,164.2,55,10.1,27.2,153.4,65,19.4,121.3,74,0,1591.7,0.4,379.1,2489.8,87.9,0,125.1,4123.7,0,12009.8
"DOM_27",61.9,14.8,36.5,0.9,334.1,57.9,71.3,59.5,26.6,180,89.3,137.2,332.1,281.5,273.2,1216.5,649.7,638.7,252.2,631.9,483.6,3774.5,464.4,319,148.4,116.9,397.9,41.2,25.6,85.4,278,123.7,57,99.4,190.4,0,2818.9,0.4,184,3255.2,269.5,0,104.8,7738.6,0,26322.6
"DOM_28",167.3,39.2,168.6,4.8,455,110.6,138.1,110.7,44.6,218.3,98.9,206.3,459.8,461.7,84.3,255,881.9,460,380,520.2,514.7,1483.4,790.4,445,130.2,173,216.8,24.7,35,95.9,335,157.2,42.1,112.5,180.6,0,797.9,0.3,149.7,7491.5,682.7,0,21.3,10213.7,0,29359.1
"DOM_29",41.4,3.6,24.5,0.6,116.5,20.9,11.9,14.7,5.1,50.2,34.9,27.9,36.8,51.8,12.6,40.3,45.3,8529,56.5,50.8,98,403,470.8,491,32.3,16.6,19.2,24.2,19.7,25.9,182.7,40.3,10.3,23.9,38.2,0,9362.9,0.5,235.7,6496.3,224.3,0,148.7,32561.8,0,60101.6
"DOM_30",75.8,11,21.2,0.6,155.5,25,21.2,30.6,15.9,93.5,25.8,57.3,164.4,149.3,37.2,104.1,194.3,92.5,3843.7,247.1,138.2,613.7,234.9,1009.7,43.8,37.2,67.8,34.7,14.6,58.8,355.7,1133.9,23.8,63.2,75.8,0,974.6,0.7,1191.6,3945.1,315.2,0,1.4,7031.7,0,22731.9
"DOM_31T33",119.5,34.8,94.2,3.2,827,214.3,352.9,165.3,56.7,330.6,133.6,292.1,812.7,679.3,159.4,422,536.4,430.7,273.3,1688.6,632.9,2660.7,552.3,1160.3,320.8,346.5,449.7,51.5,109.2,291.9,806.3,482.3,209.2,1607.8,574.9,0,7592.4,0.2,643.8,6701.3,357.6,0,625.6,4537.8,0,38342.1
"DOM_35T39",1436.3,233.6,951.1,9.3,3672.6,910.9,373.6,2230.2,312.7,4366.4,1515.1,2684.4,5066.2,1824.7,193.4,742.4,798.1,1894.9,338.2,623.3,31530.5,1983.9,9954.1,4192.9,2997.3,556.6,851,317.5,847.6,1821,2538.5,3567.6,1386.2,1764.6,1167.9,0,19792.4,0.6,6716.3,1147.9,1228.6,0,18.2,1150.8,0,125709.4
"DOM_41T43",254.7,39.6,362.6,3.5,326.2,110.9,38.3,255.3,81.9,615.6,272.5,665.9,223.7,596.9,134.3,155.9,244.6,80.4,65.9,272.3,1495.5,117747.7,2862.4,2465.6,601.6,247.8,866.5,274.8,1013.8,11220.6,2502.3,1221.9,1544.8,900.4,826.3,0,9278.2,0.4,5596.2,224984.5,21,0,104.5,500.5,0,391078.6
"DOM_45T47",3902.9,101.2,465.8,10.6,22688.4,3485.3,969.2,1801.3,1154.8,5774.8,1444.7,2044.8,2905.8,1933.9,614.2,1489,1457.6,5011.6,1323.9,2307.3,4665.9,11112.5,21383.7,5819.2,11784.3,2152.4,800.7,550.7,1030.8,1053.9,3567.6,2177.6,869.1,4227,2207.5,0,84144.7,7.1,7932,12928.7,853.3,0,2317.4,34518.2,0,276991.4
"DOM_49T53",672.2,97.1,452.2,9.9,3393.9,559.3,351.2,963.4,500,2946.9,755.6,1994.5,1177.9,1188,204,779,697.3,1189.2,247.8,832.3,1294.5,2421.8,10741,28355.9,923.4,655.7,639.6,371,610.3,304,3187.9,2089.9,181.2,525.4,587.9,0,24647.2,1.6,15623.2,1071.7,-280.1,0,5375,24051.1,0,142390.6
"DOM_55T56",189.2,13.3,35.6,4,652.6,152.2,60.4,169,46.9,258.5,99.3,186.4,159.1,278.8,35.1,105.6,171.2,207.2,182.4,255.5,879.2,2780.7,2735.9,2958,1506.5,503.5,279.9,437.9,1421,814.3,6450.1,1767.1,1027.5,3806,1884.1,0,94994,67.8,9448.6,91.1,2,0,17775.9,145.8,0,155039.3
"DOM_58T60",17.9,5,15,0.6,984.4,65.1,11.3,730.7,13.7,426.6,30.1,89.3,34,83.7,46.9,52.4,63.5,165.4,60.4,101.8,248.4,252,1284.5,316.8,426.7,4559.1,404.7,1034.8,944,131.2,3010.8,739.4,346.9,279.3,856.6,0,7845.8,0.2,4190.3,2435.8,3.9,0,218.3,1758.7,0,34286
"DOM_61",140.5,7.1,54.6,1.5,496.9,169.4,60.8,200,95.5,979.3,92.8,316.1,95.5,214.3,246.9,172.2,210.7,138.6,88.4,206.6,2426.2,1953.2,2370.2,1413.6,545.7,667.8,11134.7,502.1,1657.5,285.8,2322.3,2639.8,685.3,1046,985,0,18511.9,0.3,846.3,634.5,-2.2,0,885.9,2230.8,0,57730.5
"DOM_62T63",24.3,16.7,17.1,0.6,473.2,98,15.7,60.3,35.3,202.5,15.9,79.7,129.6,90,221.8,60.7,150.9,98.9,65.6,175.6,343.1,291.4,368.5,1631.4,339.8,265.6,429.7,3338.4,678.7,218.5,798.1,1068.1,105.3,377.4,191.9,0,605.4,1.6,1145.8,14050.1,-5,0,36.1,5604.3,0,33916.5
"DOM_64T66",1216.1,73.4,252,4.9,1911.3,559.9,284.3,717.8,652.2,1390.1,488.4,997.1,1257.4,1366.7,231.9,667.4,835.6,955.4,430.5,948.9,2442.5,10785.7,5951.4,3698,1411.5,529.4,772.8,443.8,17596.4,15734.2,3750.4,1816.4,682.1,994.8,1265.3,0,25660.4,0.2,1354.2,170.2,1.7,0,773.1,7395.6,0,118471.1
