"","D01T03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20T21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35T39","D41T43","D45T47","D49T53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T82","D84","D85","D86T88","D90T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01T03",815.2,1.7,0.2,0.1,3408.6,0,86.6,0,0,65,0,0,0,0,0,0,0,0,0.5,0,7.6,10,45.6,1.1,280,1.7,0,0,0.1,8,24.1,40,19,19,10.4,0,3297.9,0,0,472.5,23.1,0,70.9,2180.7,0,10889.7
"DOM_05T06",7.8,26.2,0.5,4,12.5,0.5,0.2,3.8,1865.1,91.3,3.3,8,47.8,1.2,0.2,0.3,2.6,0.1,0.3,0.9,206.1,3.5,4.8,5.4,9.7,0.3,0.2,0.1,1.9,2.9,7.4,8,9.7,10.9,5.7,0,20.4,0,13.6,17.9,0.5,0,0,9.1,0,2414.6
"DOM_07T08",2.2,0.6,5.4,0.2,1.1,0,0,0.3,76.2,42.6,0.2,27.9,152.7,13.2,0.4,0.9,2.2,0,0.2,2.1,6.5,49,1.1,1.1,0.7,0,0,0,0.1,0,0.5,0.7,0.1,0,0.6,0,4.8,0,0,0,-7.1,0,0,449.7,0,836
"DOM_09",15.7,28,2.8,4.2,2.3,0,0,0.5,2.3,0.9,1,0.3,0,0,0,0,0.6,0,0,0.3,6.8,15.7,0,0.4,0,0,0,0,0,0,1.8,3,1.1,0.1,0,0,0,0,191.1,0,0.5,0,0,89.5,0,369.2
"DOM_10T12",1135.9,0.1,0,0.1,3539.1,10.9,0,10.7,0,93.1,2.8,0,0,0,0.4,0,0.1,0,0.3,3.8,0.2,0.8,92.4,4.5,1835,3.1,0,0.1,2.1,0,13.7,235.4,131,241.8,63.6,0,11020.9,0,0,0,6.7,0,247.7,1727.8,0,20424.4
"DOM_13T15",22.5,5.3,1.2,1.3,21.7,550.9,0,21.5,0,55.4,63.6,1.8,0,12.2,7.9,1.4,6.8,1.7,11.6,138.4,0,0,93.4,20.1,36.7,19.3,0,0,2,0,34.2,235.3,32.2,101.5,131.3,0,462,0,0,0,4.5,0,14.3,897.6,0,3009.8
"DOM_16",0,1.5,0.4,0.2,3.4,0,41.7,11.8,0,8.6,3.9,3.8,0,5.8,1.3,1.2,0,0.2,2.4,100.8,0,226.8,8.2,0.1,0,1.5,0,0,0.1,0,2,6.6,0,1.9,15.7,0,23.2,0,0,9.7,0.4,0,0.4,19.7,0,503.2
"DOM_17T18",10.1,1.2,0.9,0.2,168.1,4.8,3.1,420.1,5.1,105.1,23.3,12.8,0.2,10.1,9.1,5.7,15.7,0.3,0.7,20.8,4.2,24.2,97,26.3,51.3,168.3,7.7,19.7,133.8,13,253.4,178,181.2,47.8,34.1,0,342.9,0,0,0,2.2,0,39.8,332.6,0,2775
"DOM_19",1110.8,133.5,76.3,27.1,403.1,31.2,17.3,76.2,3465,2082.2,84.8,184.5,212.7,95.4,30.8,31.6,110.7,2.1,13.7,79.9,947.2,1154.9,590.5,3006.5,255.1,39.7,25.4,46.1,339.9,432.9,674.4,1175.4,402.5,276.1,266.5,0,2071.4,0,0,0,11.2,0,11.1,649.2,0,20645
"DOM_20T21",374.5,16.2,7.2,1.9,148.7,64.6,12,92,335,3251.9,535,46.9,41.4,57.1,36.2,29.3,46.1,0,11.2,62.8,73.1,142,35.7,13.1,22.2,7.8,0,0,1.1,153.5,88.4,183.5,57.1,761.2,130.9,0,313.7,0,0,0,36.8,0,72.4,13256.6,0,20518.6
