"","D01T03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20T21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35T39","D41T43","D45T47","D49T53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T82","D84","D85","D86T88","D90T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_01T03",3594,16.7,1.3,0.2,10247.5,75.1,34.8,20.6,17.8,89.2,76.7,12.7,23.3,18.1,82.5,8.1,11.8,2.8,10.6,29.2,81.4,206.7,266,123.3,326.8,6.1,9.3,10.7,12.9,119.5,130,221.5,14,183.7,79,0,4652.7,13,443.4,271,56.1,0,192.2,13932.3,0,35724.3
"DOM_05T06",277.4,736.5,85,28.7,98.3,1.1,3.5,41.3,5373.3,842.5,13.3,59.8,33.4,18.1,4.4,5.7,9.1,5.3,5.3,7.3,1176,18,146.7,59.7,92.5,1.9,7,2,25.2,39.3,52.4,47.7,91.1,55.2,95.6,0,1566.7,0,38.7,5.4,153.5,0,0.3,15063.8,0,26388
"DOM_07T08",17.2,0,6.3,0.1,2.7,0.2,0,0.5,0,70.2,1.2,176.4,46.1,1.1,0,0,0,0,2.6,6.7,0.9,440.7,3.6,0,0,0,0,0,0,16.5,1.6,28.5,0.5,0,0,0,16.1,0,0,0,0.2,0,0,163.9,0,1004.1
"DOM_09",0,53.9,6.3,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,153.7,0,217
"DOM_10T12",3151.3,7.4,2.3,0.2,9622.7,18.7,3.5,61.1,15.6,612,41.3,55.5,21.2,41.8,144.1,8.2,36.8,7.8,17,37.2,143.8,305.8,489.2,85.3,2501.8,18.4,17.7,34.3,107.6,130.8,394.1,227.5,75.3,686.4,361.2,0,24161.6,0,141.6,302.1,98.9,0,338.7,25799.7,0,70327.5
"DOM_13T15",29.3,0.2,0.4,0,16.8,521.1,0,90.1,0.4,20.9,69.1,16.7,1.3,28.5,4.3,1.7,14.7,6.8,29.9,182.2,3.6,160.2,38.5,9.8,20.1,2.3,0,0,4.6,5.6,25.2,23.8,3.3,53.3,32.8,0,1206.9,0,0,128.7,-0.5,0,59.6,1388.7,0,4200.9
"DOM_16",31.7,1.4,0.7,0.1,48,2.2,318.4,29.4,4.2,40.4,19.3,18,6.5,52.9,12.6,5.4,32.2,6.6,42.8,265.5,23.3,1317.7,50.7,39.4,9,4.7,3.8,6.5,4.4,187.1,53.5,28.4,11.5,13,31.6,0,329.6,0,31.4,139.1,-0.9,0,8.1,517.7,0,3748
"DOM_17T18",30.9,2.7,2.2,0.1,668,23.9,14.4,2021.2,10.1,149.8,66.9,35.7,9.9,90.2,93.4,15.9,101.6,18.4,16.5,96.7,98.1,211.4,822.2,185.3,99.1,1112.6,84.3,263.6,233.6,214.7,1048.3,362.2,267.4,369.2,148.1,0,1719.8,1.2,70.7,636.8,19.3,0,40.4,3029.1,0,14505.9
"DOM_19",351.5,9.7,24.3,2.4,58.6,23.3,9.6,23.9,531.6,2833,33.7,51.8,234,57.3,16.8,157.9,26.3,13.5,56.8,80.5,424.6,1831.4,637.3,4376.4,39.3,4.1,6.5,92.6,47.1,413.8,813.7,176.5,110.9,43.1,162.4,0,4863.5,0,71.4,293.6,70.6,0,110,9008,0,28193.5
"DOM_20T21",596.6,15.6,13.9,1,280.3,230.4,40.6,339.2,466.6,8649.4,1191.5,235.5,231.3,173.9,314.8,99,81.7,47,187.3,233.2,248.1,1373.9,483.1,445.1,44.3,27.4,14.8,47.4,85.6,302.7,619.6,176.4,94.6,313.8,208.3,0,3996.6,0,2289.9,1052.2,90.9,0,106.3,28403.5,0,53853.2
"DOM_22",64.9,1.5,2.4,0.3,251.5,19.2,68.8,139,6.1,151.7,220.4,125.3,27.5,167.6,51.1,61.1,192.1,95.4,94.1,142.7,17.3,1270.1,315,141.3,7.1,10,3.7,17.9,33.5,81.2,124,36.7,16.1,84.7,39,0,600.9,0,17.1,302.8,4.1,0,1.5,3985.6,0,8992.2
